bookingId,user_id,flightId,bookingDate,statusId_x,name,email,phone,total_payment,last_payment_date,total_claim_amount,claim_count,origin,destination,departureTime,arrivalTime,statusId_y,claim_ratio,days_to_departure
2734,442,34,2025-06-22 07:36:09.717520,8,Emma Williams,user442@example.com,(295)299-8465x0613,502.37,2025-06-23 10:36:09.717520,0.0,0.0,Madrid,Baku,2025-02-22 22:36:09.717520,2025-02-23 05:52:09.717520,5,0.0,-120
2735,77,255,2025-07-10 00:36:09.717520,8,Robert Martinez,user77@example.com,(748)823-7767,759.36,2025-07-12 07:36:09.717520,0.0,0.0,New York,London,2025-10-09 12:40:09.717520,2025-10-09 18:05:09.717520,6,0.0,91
2736,28,296,2024-12-23 07:36:09.717520,8,Christopher Garcia,user28@example.com,(265)644-3623x0603,629.99,2024-12-24 18:36:09.717520,0.0,0.0,Istanbul,Dubai,2025-05-19 09:06:09.717520,2025-05-19 11:49:09.717520,3,0.0,147
2737,576,364,2025-04-24 09:36:09.717520,8,Jacqueline Davis,user576@example.com,(358)458-1232x7028,456.08,2025-04-25 08:36:09.717520,0.0,0.0,Istanbul,Paris,2025-01-13 16:03:09.717520,2025-01-14 00:38:09.717520,2,0.0,-101
2738,548,13,2025-11-08 18:36:09.717520,10,Michael Barton,user548@example.com,(301)216-8902,270.0,2025-11-10 09:36:09.717520,0.0,0.0,Madrid,New York,2025-02-11 18:44:09.717520,2025-02-11 23:31:09.717520,2,0.0,-270
2739,386,121,2025-11-19 00:36:09.717520,8,Marissa Moore,user386@example.com,230-942-8132x974,518.67,2025-11-21 01:36:09.717520,0.0,0.0,Madrid,Toronto,2024-12-19 00:41:09.717520,2024-12-19 06:57:09.717520,2,0.0,-335
2740,91,448,2025-09-14 23:36:09.717520,8,Angela Duran,user91@example.com,(595)239-3279,653.84,2025-09-16 15:36:09.717520,0.0,0.0,New York,Baku,2025-06-23 13:32:09.717520,2025-06-23 22:27:09.717520,2,0.0,-84
2741,1001,406,2025-03-29 08:36:09.717520,9,Sean Castillo,user1001@example.com,+1-650-709-9376,651.41,2025-04-01 03:36:09.717520,0.0,0.0,Madrid,London,2025-10-11 15:26:09.717520,2025-10-11 20:18:09.717520,2,0.0,196
2742,97,147,2025-06-04 12:36:09.717520,8,Jennifer Cervantes,user97@example.com,+1-748-305-5604x29039,340.4,2025-06-05 13:36:09.717520,0.0,0.0,Baku,New York,2025-04-25 18:14:09.717520,2025-04-26 00:28:09.717520,2,0.0,-40
2743,935,421,2025-07-30 03:36:09.717520,8,David Morris,user935@example.com,5372741067,281.15,2025-07-31 05:36:09.717520,0.0,0.0,Dubai,Baku,2024-12-05 08:57:09.717520,2024-12-05 11:52:09.717520,2,0.0,-237
2744,761,372,2025-09-09 03:36:09.717520,8,Whitney Allen,user761@example.com,+1-872-628-7063,379.74,2025-09-09 06:36:09.717520,0.0,0.0,Toronto,London,2025-05-02 21:14:09.717520,2025-05-03 01:44:09.717520,2,0.0,-130
2745,711,209,2025-02-28 04:36:09.717520,8,Anthony Martinez,user711@example.com,3959396866,755.67,2025-03-01 14:36:09.717520,0.0,0.0,Toronto,London,2025-05-19 13:13:09.717520,2025-05-19 17:11:09.717520,2,0.0,80
2746,958,178,2025-04-28 14:36:09.717520,8,Tonya Jordan,user958@example.com,(332)502-2848x592,461.91,2025-05-01 00:36:09.717520,0.0,0.0,Rome,Dubai,2024-12-26 20:14:09.717520,2024-12-27 01:36:09.717520,2,0.0,-123
2747,1013,346,2025-09-03 23:36:09.717520,8,Miguel Olson,user1013@example.com,955.774.4085x5247,174.68,2025-09-05 08:36:09.717520,0.0,0.0,Paris,Toronto,2025-07-21 21:39:09.717520,2025-07-22 06:21:09.717520,2,0.0,-45
2748,885,45,2025-10-04 18:36:09.717520,10,Michael Fischer,user885@example.com,001-533-252-2541x604,733.85,2025-10-06 12:36:09.717520,0.0,0.0,London,Rome,2025-01-28 14:23:09.717520,2025-01-28 17:40:09.717520,2,0.0,-250
2749,682,474,2025-06-02 06:36:09.717520,8,Jillian Cooper,user682@example.com,001-964-669-5304x31419,69.37,2025-06-02 16:36:09.717520,0.0,0.0,Baku,Madrid,2025-10-01 17:37:09.717520,2025-10-01 22:40:09.717520,3,0.0,121
2750,1105,442,2025-11-13 15:36:09.717520,10,Angel Contreras,user1105@example.com,719.676.3471x382,706.75,2025-11-16 01:36:09.717520,0.0,0.0,Berlin,Istanbul,2025-08-12 01:08:09.717520,2025-08-12 07:11:09.717520,2,0.0,-94
2751,704,260,2025-10-16 14:36:09.717520,8,Kevin Johnson,user704@example.com,+1-318-572-6192x636,210.88,2025-10-19 07:36:09.717520,0.0,0.0,New York,Berlin,2025-01-09 18:48:09.717520,2025-01-09 23:56:09.717520,2,0.0,-280
2752,1107,324,2025-02-20 04:36:09.717520,8,Heather Schultz,user1107@example.com,620-485-6827x35658,474.11,2025-02-22 04:36:09.717520,500.06,1.0,Istanbul,Baku,2025-07-17 06:19:09.717520,2025-07-17 07:34:09.717520,3,1.054734133428951,147
2753,422,423,2025-11-19 22:36:09.717520,8,Jessica Reed,user422@example.com,+1-992-912-9826x681,241.45,2025-11-21 15:36:09.717520,0.0,0.0,Istanbul,Madrid,2025-06-06 19:44:09.717520,2025-06-07 03:33:09.717520,3,0.0,-167
2754,859,451,2025-01-27 02:36:09.717520,8,Victoria Brown,user859@example.com,(677)763-3483,94.33,2025-01-29 00:36:09.717520,0.0,0.0,Paris,Toronto,2025-04-04 14:36:09.717520,2025-04-04 21:37:09.717520,2,0.0,67
2755,1065,54,2025-09-20 10:36:09.717520,8,Justin Bates,user1065@example.com,203-493-9839,83.85,2025-09-21 08:36:09.717520,0.0,0.0,Dubai,Paris,2025-03-13 00:58:09.717520,2025-03-13 06:50:09.717520,3,0.0,-192
2756,1128,341,2025-02-23 09:36:09.717520,8,James Ross,user1128@example.com,(378)546-2337x644,284.26,2025-02-25 12:36:09.717520,0.0,0.0,Rome,Paris,2025-06-13 05:29:09.717520,2025-06-13 10:00:09.717520,2,0.0,109
2757,686,251,2025-01-28 20:36:09.717520,8,Christie Edwards,user686@example.com,904-740-0413x870,488.23,2025-01-29 20:36:09.717520,0.0,0.0,Istanbul,New York,2025-02-27 09:04:09.717520,2025-02-27 11:55:09.717520,2,0.0,29
2758,765,281,2025-06-21 02:36:09.717520,8,Mathew Gutierrez,user765@example.com,487-397-5706x342,611.87,2025-06-22 19:36:09.717520,0.0,0.0,New York,Toronto,2025-08-08 09:12:09.717520,2025-08-08 14:42:09.717520,3,0.0,48
2759,805,113,2025-09-21 21:36:09.717520,8,Samantha Grant,user805@example.com,422-266-4434x56498,243.97,2025-09-22 12:36:09.717520,0.0,0.0,Berlin,London,2025-01-05 11:46:09.717520,2025-01-05 17:24:09.717520,3,0.0,-260
2760,218,116,2025-10-24 06:36:09.717520,8,Stephen Spencer,user218@example.com,(572)791-9639x51783,722.1,2025-10-26 01:36:09.717520,268.02,1.0,Madrid,Rome,2025-10-05 18:37:09.717520,2025-10-05 20:51:09.717520,6,0.3711674283340257,-19
2761,386,367,2024-12-01 02:36:09.717520,8,Marissa Moore,user386@example.com,230-942-8132x974,659.34,2024-12-01 18:36:09.717520,0.0,0.0,New York,Paris,2025-09-19 02:46:09.717520,2025-09-19 09:56:09.717520,2,0.0,292
2762,1015,74,2025-01-06 08:36:09.717520,10,Danielle Meyer,user1015@example.com,001-935-761-0291x55348,599.57,2025-01-08 11:36:09.717520,0.0,0.0,New York,Istanbul,2025-02-08 14:50:09.717520,2025-02-08 22:34:09.717520,2,0.0,33
2763,496,387,2025-06-25 19:36:09.717520,9,Amy Marsh,user496@example.com,+1-219-716-2359x355,766.06,2025-06-27 03:36:09.717520,0.0,0.0,Istanbul,Paris,2025-04-04 02:47:09.717520,2025-04-04 06:08:09.717520,2,0.0,-83
2764,1110,327,2025-01-18 16:36:09.717520,8,Jeffrey Young,user1110@example.com,681-647-7301x91871,190.64,2025-01-20 03:36:09.717520,0.0,0.0,London,Toronto,2025-03-23 23:55:09.717520,2025-03-24 04:58:09.717520,2,0.0,64
2765,64,152,2025-01-30 16:36:09.717520,8,Alice Valdez,user64@example.com,327-886-4029,647.07,2025-01-31 13:36:09.717520,0.0,0.0,Dubai,Berlin,2025-05-22 14:05:09.717520,2025-05-22 16:14:09.717520,3,0.0,111
2766,147,35,2025-04-09 00:36:09.717520,10,Patrick Walters,user147@example.com,438.581.9200x0636,586.04,2025-04-11 18:36:09.717520,0.0,0.0,Dubai,Berlin,2025-07-05 09:22:09.717520,2025-07-05 17:31:09.717520,2,0.0,87
2767,865,484,2025-06-02 07:36:09.717520,8,Julia White,user865@example.com,296.459.0575,746.29,2025-06-03 23:36:09.717520,0.0,0.0,Madrid,New York,2025-10-28 20:47:09.717520,2025-10-29 03:01:09.717520,2,0.0,148
2768,1224,154,2025-05-24 22:36:09.717520,8,Miss Maria Chavez MD,user1224@example.com,+1-976-220-6866x7469,765.57,2025-05-25 04:36:09.717520,0.0,0.0,Istanbul,New York,2025-06-07 08:23:09.717520,2025-06-07 14:00:09.717520,2,0.0,13
2769,623,220,2025-10-14 04:36:09.717520,10,William Lowe,user623@example.com,9203365655,356.76,2025-10-17 03:36:09.717520,0.0,0.0,Berlin,Baku,2025-10-25 02:31:09.717520,2025-10-25 09:06:09.717520,5,0.0,10
2770,1216,22,2025-11-13 01:36:09.717520,11,Rhonda Wall,user1216@example.com,001-922-302-0680,410.22,2025-11-13 01:36:09.717520,0.0,0.0,Berlin,Paris,2024-12-29 18:32:09.717520,2024-12-29 20:37:09.717520,3,0.0,-319
2771,1024,164,2025-05-28 10:36:09.717520,8,Eric Booth,user1024@example.com,(621)540-2312,126.94,2025-05-29 02:36:09.717520,0.0,0.0,Paris,London,2025-09-15 16:40:09.717520,2025-09-15 21:17:09.717520,2,0.0,110
2772,970,441,2025-06-15 03:36:09.717520,8,Maria Hall,user970@example.com,001-841-450-7892,705.01,2025-06-17 07:36:09.717520,0.0,0.0,Berlin,Istanbul,2024-12-15 21:27:09.717520,2024-12-16 04:44:09.717520,2,0.0,-182
2773,866,353,2025-09-27 05:36:09.717520,10,Cynthia Woods,user866@example.com,(976)422-6607,565.67,2025-09-29 07:36:09.717520,0.0,0.0,London,Istanbul,2025-08-13 00:17:09.717520,2025-08-13 06:53:09.717520,6,0.0,-46
2774,1005,14,2025-06-12 11:36:09.717520,10,Robert Garcia,user1005@example.com,517.525.7474x54587,396.39,2025-06-14 20:36:09.717520,0.0,0.0,Berlin,Dubai,2025-09-24 22:59:09.717520,2025-09-25 03:07:09.717520,2,0.0,104
2775,178,244,2025-04-09 03:36:09.717520,8,Mr. Chad Alexander,user178@example.com,542.828.6113x388,157.88,2025-04-11 11:36:09.717520,0.0,0.0,Baku,London,2025-11-09 07:01:09.717520,2025-11-09 13:33:09.717520,3,0.0,214
2776,503,371,2025-10-19 13:36:09.717520,8,Elizabeth Walker,user503@example.com,464.606.0651,480.92,2025-10-22 12:36:09.717520,0.0,0.0,Rome,Dubai,2025-05-18 00:57:09.717520,2025-05-18 08:49:09.717520,3,0.0,-155
2777,691,124,2025-10-06 01:36:09.717520,8,Erica Park,user691@example.com,568.303.7748x462,144.58,2025-10-07 08:36:09.717520,0.0,0.0,Berlin,Toronto,2025-02-05 20:04:09.717520,2025-02-06 04:11:09.717520,1,0.0,-243
2778,635,283,2025-11-26 00:36:09.717520,8,Michael Golden,user635@example.com,001-208-557-9646x044,791.62,2025-11-28 21:36:09.717520,0.0,0.0,Baku,New York,2025-04-15 07:26:09.717520,2025-04-15 12:12:09.717520,1,0.0,-225
2779,841,49,2024-12-06 07:36:09.717520,8,William Gardner,user841@example.com,+1-215-708-2670x5079,376.88,2024-12-08 06:36:09.717520,280.24,1.0,Istanbul,Paris,2025-09-05 12:29:09.717520,2025-09-05 19:06:09.717520,2,0.7435788579919338,273
2780,58,479,2025-08-17 00:36:09.717520,8,Gregory Arias,user58@example.com,853.317.7372x3614,74.61,2025-08-17 05:36:09.717520,0.0,0.0,Dubai,Toronto,2025-05-07 16:07:09.717520,2025-05-07 17:12:09.717520,1,0.0,-102
2781,372,238,2025-04-20 08:36:09.717520,8,Antonio Stewart,user372@example.com,(966)773-9466x193,72.13,2025-04-23 04:36:09.717520,0.0,0.0,Baku,Madrid,2025-04-18 14:27:09.717520,2025-04-18 20:54:09.717520,5,0.0,-2
2782,1098,335,2024-12-24 18:36:09.717520,8,Nicole Palmer,user1098@example.com,001-683-789-3319x0303,698.85,2024-12-26 23:36:09.717520,0.0,0.0,Rome,Berlin,2024-12-07 17:35:09.717520,2024-12-07 22:22:09.717520,2,0.0,-18
2783,1059,252,2025-02-28 00:36:09.717520,8,Christopher Lopez,user1059@example.com,+1-931-255-6885x7855,337.91,2025-02-28 01:36:09.717520,0.0,0.0,Rome,Madrid,2025-11-28 13:11:09.717520,2025-11-28 19:08:09.717520,2,0.0,273
2784,334,21,2025-04-28 05:36:09.717520,8,Lucas Clark,user334@example.com,+1-502-723-2215x45677,293.24,2025-04-30 23:36:09.717520,0.0,0.0,New York,Baku,2025-10-02 21:07:09.717520,2025-10-02 22:14:09.717520,5,0.0,157
2785,225,352,2025-02-17 12:36:09.717520,8,Alyssa Blankenship,user225@example.com,807-547-7695x69061,568.7,2025-02-20 02:36:09.717520,0.0,0.0,Baku,London,2025-06-25 23:00:09.717520,2025-06-26 07:03:09.717520,2,0.0,128
2786,996,128,2024-12-02 22:36:09.717520,8,Amanda Wright,user996@example.com,001-656-500-6530,217.75,2024-12-05 09:36:09.717520,0.0,0.0,New York,London,2025-06-14 17:34:09.717520,2025-06-14 21:29:09.717520,1,0.0,193
2787,362,396,2025-06-10 11:36:09.717520,8,Vickie Hawkins,user362@example.com,397.985.2210,735.12,2025-06-13 00:36:09.717520,0.0,0.0,Toronto,Madrid,2025-07-04 16:07:09.717520,2025-07-04 19:42:09.717520,2,0.0,24
2788,458,175,2025-11-15 04:36:09.717520,9,Kimberly Baker,user458@example.com,(393)482-0519x290,229.82,2025-11-16 04:36:09.717520,0.0,0.0,Madrid,Rome,2025-11-05 18:59:09.717520,2025-11-05 22:42:09.717520,5,0.0,-10
2789,469,366,2025-07-16 08:36:09.717520,10,Christine Moore,user469@example.com,(575)647-0539,190.09,2025-07-17 04:36:09.717520,0.0,0.0,Rome,Dubai,2024-12-06 20:02:09.717520,2024-12-07 03:51:09.717520,1,0.0,-222
2790,238,52,2025-02-22 14:36:09.717520,8,Stephen Smith,user238@example.com,9064518703,272.46,2025-02-24 10:36:09.717520,0.0,0.0,Paris,London,2025-02-28 23:37:09.717520,2025-03-01 03:24:09.717520,5,0.0,6
2791,1240,289,2024-12-13 00:36:09.717520,8,Lisa Hill,user1240@example.com,(583)919-8749,286.48,2024-12-14 10:36:09.717520,0.0,0.0,New York,Rome,2025-11-12 10:19:09.717520,2025-11-12 15:58:09.717520,2,0.0,334
2792,881,11,2025-11-28 02:36:09.717520,10,Emily Vincent,user881@example.com,663-302-4907x9225,786.33,2025-11-29 19:36:09.717520,0.0,0.0,New York,Paris,2025-11-15 21:29:09.717520,2025-11-15 22:43:09.717520,3,0.0,-13
2793,755,326,2025-09-04 13:36:09.717520,8,Amber Butler,user755@example.com,001-419-320-9221x73717,77.09,2025-09-07 10:36:09.717520,0.0,0.0,Berlin,Paris,2025-09-20 21:12:09.717520,2025-09-21 03:27:09.717520,2,0.0,16
2794,69,143,2025-07-12 03:36:09.717520,8,Dawn Taylor,user69@example.com,909-395-9314x86040,145.03,2025-07-13 06:36:09.717520,0.0,0.0,Dubai,Berlin,2025-11-12 03:46:09.717520,2025-11-12 06:14:09.717520,5,0.0,123
2795,138,34,2025-01-13 18:36:09.717520,10,Daniel Fisher,user138@example.com,(850)259-8715x3146,541.85,2025-01-16 02:36:09.717520,0.0,0.0,Madrid,Baku,2025-02-22 22:36:09.717520,2025-02-23 05:52:09.717520,5,0.0,40
2796,733,244,2025-06-24 02:36:09.717520,10,Eric Sanchez,user733@example.com,894.524.9466,234.88,2025-06-27 00:36:09.717520,0.0,0.0,Baku,London,2025-11-09 07:01:09.717520,2025-11-09 13:33:09.717520,3,0.0,138
2797,282,62,2024-12-12 15:36:09.717520,8,Kimberly Werner,user282@example.com,478.630.2647x2256,301.04,2024-12-14 10:36:09.717520,0.0,0.0,Madrid,Rome,2025-06-25 08:54:09.717520,2025-06-25 12:06:09.717520,2,0.0,194
2798,383,341,2025-03-11 00:36:09.717520,8,Lisa Davis,user383@example.com,677-801-3546x058,571.09,2025-03-11 04:36:09.717520,0.0,0.0,Rome,Paris,2025-06-13 05:29:09.717520,2025-06-13 10:00:09.717520,2,0.0,94
2799,1119,192,2025-09-11 18:36:09.717520,8,Caitlin Buckley,user1119@example.com,+1-341-945-5926,708.12,2025-09-12 17:36:09.717520,0.0,0.0,Baku,Dubai,2024-12-10 01:34:09.717520,2024-12-10 04:29:09.717520,2,0.0,-276
2800,380,299,2025-06-29 13:36:09.717520,8,Sabrina Jackson,user380@example.com,(982)368-8674x5165,390.76,2025-07-01 09:36:09.717520,0.0,0.0,New York,Baku,2025-02-28 00:32:09.717520,2025-02-28 04:31:09.717520,5,0.0,-122
2801,476,104,2025-02-13 19:36:09.717520,8,Angela May,user476@example.com,845.978.2278,551.78,2025-02-14 13:36:09.717520,0.0,0.0,London,Baku,2025-04-09 01:43:09.717520,2025-04-09 04:08:09.717520,2,0.0,54
2802,801,6,2025-06-08 11:36:09.717520,8,Johnny Harrison,user801@example.com,794.262.7944x950,134.0,2025-06-11 00:36:09.717520,0.0,0.0,Berlin,Baku,2025-07-24 03:43:09.717520,2025-07-24 10:48:09.717520,2,0.0,45
2803,25,58,2025-08-26 07:36:09.717520,8,Tracy Garrison,user25@example.com,(785)866-5518,562.43,2025-08-29 05:36:09.717520,453.19,1.0,Berlin,Baku,2025-01-25 06:03:09.717520,2025-01-25 12:49:09.717520,3,0.8057713848834522,-214
2804,1087,5,2025-05-04 14:36:09.717520,8,Mark Hamilton,user1087@example.com,907-926-9487x60702,163.38,2025-05-07 14:36:09.717520,0.0,0.0,Rome,Istanbul,2025-01-16 22:42:09.717520,2025-01-17 05:36:09.717520,2,0.0,-108
2805,500,441,2025-08-02 16:36:09.717520,8,Charles Ramos,user500@example.com,(941)560-5165x902,606.1,2025-08-03 17:36:09.717520,0.0,0.0,Berlin,Istanbul,2024-12-15 21:27:09.717520,2024-12-16 04:44:09.717520,2,0.0,-230
2806,973,245,2025-08-02 16:36:09.717520,8,Antonio Figueroa,user973@example.com,(394)972-5973,446.02,2025-08-05 02:36:09.717520,0.0,0.0,London,Baku,2025-02-12 06:19:09.717520,2025-02-12 14:21:09.717520,2,0.0,-172
2807,795,284,2025-10-21 06:36:09.717520,8,Jacqueline Allen,user795@example.com,001-721-441-1648x29249,82.67,2025-10-22 09:36:09.717520,0.0,0.0,Dubai,London,2025-08-26 07:22:09.717520,2025-08-26 14:31:09.717520,3,0.0,-56
2808,146,75,2025-11-06 14:36:09.717520,10,Erica Smith,user146@example.com,298-913-9128x08937,626.04,2025-11-08 11:36:09.717520,0.0,0.0,Paris,Istanbul,2025-06-30 23:57:09.717520,2025-07-01 08:23:09.717520,1,0.0,-129
2809,298,441,2025-01-04 01:36:09.717520,8,Jordan Mcclure,user298@example.com,+1-954-624-2921,436.49,2025-01-05 20:36:09.717520,0.0,0.0,Berlin,Istanbul,2024-12-15 21:27:09.717520,2024-12-16 04:44:09.717520,2,0.0,-20
2810,149,290,2025-02-22 17:36:09.717520,8,Luis Rodriguez,user149@example.com,222-308-2379x251,595.87,2025-02-25 14:36:09.717520,0.0,0.0,Paris,Rome,2025-09-11 19:50:09.717520,2025-09-12 01:39:09.717520,2,0.0,201
2811,847,430,2025-10-16 21:36:09.717520,10,Nathan Evans,user847@example.com,(819)348-0853x296,297.28,2025-10-17 23:36:09.717520,0.0,0.0,Paris,New York,2025-06-15 13:51:09.717520,2025-06-15 22:31:09.717520,2,0.0,-124
2812,538,209,2024-12-30 23:36:09.717520,8,Melissa Pierce,user538@example.com,877-463-7559,250.83,2025-01-01 04:36:09.717520,0.0,0.0,Toronto,London,2025-05-19 13:13:09.717520,2025-05-19 17:11:09.717520,2,0.0,139
2813,657,400,2025-06-20 10:36:09.717520,8,Amy Lindsey,user657@example.com,(240)739-6841,464.65,2025-06-20 22:36:09.717520,0.0,0.0,Toronto,Baku,2025-03-22 19:38:09.717520,2025-03-23 00:52:09.717520,2,0.0,-90
2814,766,201,2025-07-19 05:36:09.717520,9,Amber Silva,user766@example.com,(940)524-3750x1288,785.7,2025-07-21 07:36:09.717520,0.0,0.0,Berlin,Baku,2025-05-30 02:40:09.717520,2025-05-30 08:09:09.717520,2,0.0,-51
2815,461,384,2025-02-04 01:36:09.717520,8,Dr. Thomas Alvarez,user461@example.com,+1-408-916-4573x878,657.77,2025-02-05 17:36:09.717520,0.0,0.0,Istanbul,London,2025-02-10 21:55:09.717520,2025-02-11 04:24:09.717520,3,0.0,6
2816,1044,456,2025-06-27 06:36:09.717520,10,Alexander Sutton,user1044@example.com,5318207661,799.74,2025-06-28 13:36:09.717520,0.0,0.0,Madrid,Istanbul,2025-09-30 04:39:09.717520,2025-09-30 12:21:09.717520,6,0.0,94
2817,323,124,2025-10-03 02:36:09.717520,8,Evelyn Shelton,user323@example.com,319-224-5213,363.51,2025-10-04 09:36:09.717520,210.18,1.0,Berlin,Toronto,2025-02-05 20:04:09.717520,2025-02-06 04:11:09.717520,1,0.5781959230832715,-240
2818,154,222,2025-10-03 10:36:09.717520,8,David Hendricks,user154@example.com,+1-450-249-5381,729.29,2025-10-06 03:36:09.717520,0.0,0.0,New York,London,2025-07-11 13:34:09.717520,2025-07-11 18:26:09.717520,2,0.0,-84
2819,1151,44,2025-11-25 14:36:09.717520,8,John Gardner,user1151@example.com,001-837-417-0836,161.77,2025-11-25 15:36:09.717520,0.0,0.0,Berlin,Toronto,2024-12-05 08:28:09.717520,2024-12-05 14:27:09.717520,2,0.0,-356
2820,82,190,2025-04-21 22:36:09.717520,8,Angela Rice,user82@example.com,+1-523-393-0235x87778,347.4,2025-04-24 13:36:09.717520,0.0,0.0,Rome,Istanbul,2024-12-04 02:23:09.717520,2024-12-04 09:34:09.717520,2,0.0,-139
2821,700,156,2025-09-01 05:36:09.717520,8,Stephen Perez,user700@example.com,706.695.8573,488.59,2025-09-01 09:36:09.717520,0.0,0.0,New York,Rome,2025-10-08 18:17:09.717520,2025-10-08 20:57:09.717520,3,0.0,37
2822,632,438,2025-07-29 02:36:09.717520,8,Kevin Arnold,user632@example.com,001-948-626-3513x010,696.48,2025-07-30 01:36:09.717520,0.0,0.0,Madrid,Istanbul,2025-07-21 06:14:09.717520,2025-07-21 07:33:09.717520,2,0.0,-8
2823,1208,356,2025-09-13 07:36:09.717520,8,Emily Avila,user1208@example.com,877-367-9322,608.82,2025-09-13 14:36:09.717520,0.0,0.0,Rome,Baku,2025-03-17 04:45:09.717520,2025-03-17 12:44:09.717520,1,0.0,-181
2824,1176,71,2025-07-28 20:36:09.717520,8,Morgan Estrada,user1176@example.com,518-601-8669x252,619.26,2025-07-29 00:36:09.717520,0.0,0.0,Toronto,New York,2025-07-07 04:04:09.717520,2025-07-07 07:51:09.717520,5,0.0,-22
2825,1003,500,2025-05-25 03:36:09.717520,8,Dustin Best,user1003@example.com,001-527-614-3460x57285,208.31,2025-05-27 10:36:09.717520,0.0,0.0,Madrid,New York,2025-08-08 07:52:09.717520,2025-08-08 10:33:09.717520,2,0.0,75
2826,129,129,2025-10-18 18:36:09.717520,10,Kristina Williams,user129@example.com,+1-221-968-9552x22249,277.4,2025-10-20 03:36:09.717520,0.0,0.0,Madrid,Rome,2025-08-16 19:28:09.717520,2025-08-16 20:46:09.717520,3,0.0,-63
2827,592,305,2025-08-19 17:36:09.717520,8,Andrea Flores,user592@example.com,(502)575-1099,348.45,2025-08-21 18:36:09.717520,0.0,0.0,Rome,Istanbul,2025-06-24 07:42:09.717520,2025-06-24 10:50:09.717520,2,0.0,-57
2828,664,465,2025-04-02 04:36:09.717520,8,James Sutton,user664@example.com,592-706-2938x77117,192.52,2025-04-02 06:36:09.717520,0.0,0.0,Paris,London,2025-03-11 22:59:09.717520,2025-03-12 01:36:09.717520,2,0.0,-22
2829,628,99,2025-05-21 02:36:09.717520,8,Devon Hardin,user628@example.com,405-490-8205,797.13,2025-05-22 16:36:09.717520,0.0,0.0,Paris,Istanbul,2025-03-08 20:43:09.717520,2025-03-08 23:55:09.717520,2,0.0,-74
2830,571,136,2025-10-02 23:36:09.717520,8,Ariel Taylor,user571@example.com,+1-740-262-4405x787,241.0,2025-10-03 08:36:09.717520,0.0,0.0,Madrid,Istanbul,2025-05-18 08:30:09.717520,2025-05-18 15:50:09.717520,2,0.0,-138
2831,386,394,2025-10-09 14:36:09.717520,8,Marissa Moore,user386@example.com,230-942-8132x974,661.06,2025-10-10 12:36:09.717520,0.0,0.0,Berlin,Istanbul,2025-11-09 14:56:09.717520,2025-11-09 17:11:09.717520,2,0.0,31
2832,605,98,2025-11-17 07:36:09.717520,8,Pamela Robles,user605@example.com,(540)554-5669x3046,138.93,2025-11-19 16:36:09.717520,0.0,0.0,Madrid,Toronto,2025-05-18 22:20:09.717520,2025-05-19 06:37:09.717520,2,0.0,-183
2833,1112,284,2025-05-13 16:36:09.717520,8,Thomas Arnold,user1112@example.com,+1-671-326-8664,284.22,2025-05-14 07:36:09.717520,0.0,0.0,Dubai,London,2025-08-26 07:22:09.717520,2025-08-26 14:31:09.717520,3,0.0,104
2834,1192,267,2025-02-26 13:36:09.717520,8,Amy Wise,user1192@example.com,(299)912-0865x546,680.3,2025-02-27 08:36:09.717520,0.0,0.0,London,Madrid,2025-05-13 10:31:09.717520,2025-05-13 16:56:09.717520,2,0.0,75
2835,597,327,2025-04-05 16:36:09.717520,8,Jennifer Nixon,user597@example.com,827.949.3117x36662,473.45,2025-04-06 05:36:09.717520,0.0,0.0,London,Toronto,2025-03-23 23:55:09.717520,2025-03-24 04:58:09.717520,2,0.0,-13
2836,691,94,2025-10-28 01:36:09.717520,8,Erica Park,user691@example.com,568.303.7748x462,508.93,2025-10-30 17:36:09.717520,0.0,0.0,Rome,Berlin,2025-05-23 19:32:09.717520,2025-05-24 01:07:09.717520,1,0.0,-158
2837,803,248,2025-04-18 04:36:09.717520,8,Sarah Thomas,user803@example.com,827.245.3588x11932,548.23,2025-04-18 04:36:09.717520,0.0,0.0,Rome,Dubai,2025-05-10 06:53:09.717520,2025-05-10 11:00:09.717520,1,0.0,22
2838,700,75,2025-04-10 05:36:09.717520,8,Stephen Perez,user700@example.com,706.695.8573,566.25,2025-04-10 16:36:09.717520,0.0,0.0,Paris,Istanbul,2025-06-30 23:57:09.717520,2025-07-01 08:23:09.717520,1,0.0,81
2839,255,495,2025-06-11 03:36:09.717520,11,Sarah Pruitt,user255@example.com,9697846426,654.65,2025-06-11 15:36:09.717520,0.0,0.0,London,Dubai,2025-02-18 11:42:09.717520,2025-02-18 17:55:09.717520,6,0.0,-113
2840,7,35,2025-03-06 18:36:09.717520,10,Robin Wolf,user7@example.com,782-989-0625x2562,509.77,2025-03-09 18:36:09.717520,0.0,0.0,Dubai,Berlin,2025-07-05 09:22:09.717520,2025-07-05 17:31:09.717520,2,0.0,120
2841,932,479,2025-09-08 04:36:09.717520,9,Jared Pham,user932@example.com,(465)730-2089,676.27,2025-09-08 23:36:09.717520,0.0,0.0,Dubai,Toronto,2025-05-07 16:07:09.717520,2025-05-07 17:12:09.717520,1,0.0,-124
